Company_Brand,Sector,Stage,HeadQuarter,What_it_does,Amount,Year,Founded,Founders,Investor
Avalon Labs,FinTech,Pre-series A,bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",172005293.10344827,2021,2017.0,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf.ai,Matrimony,Pre-series A,bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,3000000.0,2021,2016.0,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan"
Koo,Social Media,Series B,bangalore,Koo App operates as a microblogging app.,30000000.0,2021,2020.0,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant"
Rezo.ai,AI,Seed,noida,Conversational AI platform - Innovate the way you communicate,172005293.10344827,2021,2017.0,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani"
Mentoria,EdTech,Pre-series A,mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,200000.0,2021,2015.0,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,Human Resources,Seed,bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,1800000.0,2021,2020.0,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya"
Clensta,BioTechnology,Undisclosed,new delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,600000.0,2021,2016.0,Puneet Gupta,"IAN Fund, World Startup Factory"
FarMart,AgriTech,Pre-series A,gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,24000000.0,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital"
Kodo Card,FinTech,Seed,mumbai,Kodo card is a corporate card for new economy businesses in India.,8000000.0,2021,2019.0,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator"
Polygon,Crypto,Undisclosed,mumbai,Polygon is a blockchain scalability platform.,172005293.10344827,2021,2017.0,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures"
Get My Parking,Mobility,Undisclosed,new delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",6000000.0,2021,2015.0,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund"
Cellestial,Electronics,Pre-series A,hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,500000.0,2021,2019.0,Siddhartha Durairajan,"Gurj Aujla, Ashik K"
FanCode,Sports,Undisclosed,mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",50000000.0,2021,2019.0,Yannick Colaco,Dream Sports
Jai Kisan,FinTech,Series A,mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,30000000.0,2021,2017.0,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures"
Plum,Health Care,Series A,bangalore,High quality health insurance and health benefits,15000000.0,2021,2019.0,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre"
ThatMate,Health Care,Undisclosed,satara,ThatMate is a sexual and mental wellness app for teens.,140000.0,2021,2019.0,Nishant Neeraj,"Supriya Kumari, Premanshu Singh"
Klassroom,EdTech,Pre-series A,mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,200000.0,2021,2016.0,Alka Javeri,ah! Ventures
Convin,SaaS,Pre-seed,bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,300000.0,2021,2019.0,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Clothing,Series A,bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",50000000.0,2021,2021.0,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Consulting,Undisclosed,ahmadabad,A consultancy platform for startups,200000.0,2021,2021.0,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta
MedTel Healthcare,Health Care,Pre-series A,orissia,An aggregator for Digital Health Clinics in low resource settings.,5000000.0,2021,2017.0,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",
Pickright Technologies,FinTech,Undisclosed,bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,200000.0,2021,2019.0,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav"
Ingenium,EdTech,Seed,new delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,172005293.10344827,2021,2018.0,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels
BharatPe,FinTech,Debt,new delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",6000000.0,2021,2018.0,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners"
RuleZero,Tech,Seed,bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,1000000.0,2021,2019.0,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures"
Rubix Data Sciences,IT,Seed,mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",800000.0,2021,2018.0,Mohan Ramaswamy,
Locobuzz,Analytics,Series A,mumbai,LocoBuzz is an analytics-based integrated marketing platform.,4000000.0,2021,2011.0,Vishal Agrawal,Yuj Ventures
We Founder Circle,FinTech,Pre-seed,mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2000000.0,2021,2020.0,Neeraj Tyagi,Geekster
Haqdarshak,Finance,Pre-series A,jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,800000.0,2021,2015.0,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,Seed,mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,172005293.10344827,2021,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures
Enthu.ai,AI,Undisclosed,chandigarh,Enthu.AI operates as a conversation intelligence startup.,200000.0,2021,2020.0,"Tushar Jain, Vishal Verma",Appit Simple Infotek
Myelin Foundry,AI,Pre-series A,bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",1000000.0,2021,2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures
SuperOps.ai,AI,Seed,chennai,SuperOps.ai is an early stage startup in the MSP space.,3000000.0,2021,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital"
6Degree,Retail,Undisclosed,mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,1000000.0,2021,2014.0,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,Series A,bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,16500000.0,2021,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures"
Sarathi,Health Care,Seed,jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",100000.0,2021,2020.0,Aditi Poyam,
Jidoka Technologies,Software,Seed,chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",340000.0,2021,2018.0,Sekar Udayamurthy,
Rapido,Transport,Series C,bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,43000000.0,2021,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners"
BYJU'S,EdTech,Undisclosed,bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,150000000.0,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital"
ElasticRun,E-Commerce,Series D,pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,75000000.0,2021,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital"
Avail Finance,FinTech,Debt,bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,3000000.0,2021,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India"
Nivesh,FinTech,Pre-series A,noida,Nivesh.com is a mass market mutual funds investment platform.,1600000.0,2021,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network"
Thingsup,IoT platform,Undisclosed,pune,Thingsup is an Enterprise Grade IoT Platform.,1000000.0,2021,2020.0,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator
Arthya Wealth and Investments,FinTech,Pre-series A,mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",1000000.0,2021,2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,E-Commerce,Undisclosed,mumbai,Grocery delivery startup,60000000.0,2021,2021.0,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator"
Fi,Financial Services,Series B,bangalore,Fi is a neo bank.,50000000.0,2021,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge"
Kiko Live,Commerce,Pre-series A,gurugram,Video-based social commerce startup,1000000.0,2021,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra"
TurboHire,Computer Software,Undisclosed,hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",172005293.10344827,2021,2019.0,Deepak Agrawal,"Arcilla, Samir Khosla"
The Hosteller,Hospitality,Pre-series A,mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",1000000.0,2021,2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,Defense & Space,Undisclosed,bangalore,SatSure is an innovative decision analytics company,172005293.10344827,2021,2017.0,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India
Ruptok Fintech,Financial Services,Pre-series A,new delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2000000.0,2021,2020.0,Ankur Gupta,Manuvel Malabar Jewellers
VilCart,Retail,Undisclosed,bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,2000000.0,2021,2017.0,Prasanna Kumar,Nabventures
Dogsee Chew,Food & Beverages,Pre-series A,bangalore,100% Natural Dog Treats.,7000000.0,2021,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures
Advantage Club,HRTech,Pre-series A,gurugram,Advantage Club is India's largest employee engagement platform.,3300000.0,2021,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Financial Services,Undisclosed,bangalore,TRDR is an all-new approach to investing.,150000.0,2021,2020.0,Ricky Jacob,"Kunal Shah, Snehal Fulzele"
Zoomcar,Mobility,Undisclosed,bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform,92000000.0,2021,2012.0,Greg Moran,SternAegis Ventures
Leap India,Logistics & Supply Chain,Undisclosed,mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",10000000.0,2021,2013.0,Anurag Malempati,CDC Group
SuperBottoms,Consumer Goods,Undisclosed,mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,400000.0,2021,2015.0,Pallavi Utagi,Alteria Capital
Cora Health,Health,Seed,bangalore,Social commerce marketplace for everyday health and wellness.,600000.0,2021,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network
Battery Smart,Renewables & Environment,Pre-series A,new delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,7000000.0,2021,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures"
The Good Glamm Group,Information Technology & Services,Series D,pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,150000000.0,2021,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,Health,Series A,mumbai,A platform of digital first health clinics for men and women,24000000.0,2021,2019.0,Dhyanesh Shah,Sequoia
CloudFiles,SaaS,Pre-seed,bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",300000.0,2021,2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital
The Viral Fever,Entertainment,Undisclosed,mumbai,India's leading digital entertainment network.,2000000.0,2021,2012.0,Arunabh Kumar,BlackSoil
Xpand,Retail,Pre-series A,new delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,1500000.0,2021,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,E-Commerce,Series A,hyderabad,An FMCG company selling nutritious products at an affordable price points.,7000000.0,2021,2018.0,Raju Bhupati,OAKS Asset Management
Prodo,Business Supplies & Equipment,Pre-seed,new delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",300000.0,2021,2021.0,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture"
Unnati,FinTech,Series A,noida,Fintech powered digital agri ecosystem,7000000.0,2021,2019.0,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios"
Lysto,NFT,Seed,bangalore,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",3000000.0,2021,2021.0,Sadiq Ahamed,BEENEXT
Wakefit,Furniture,Series C,bangalore,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",20000000.0,2021,2014.0,"Ankit Garg, Chaitanya Ramalingegowda",SIG
Buyofuel,Oil & Energy,Seed,coimbatore,Green Fuels Marketplace,100000.0,2021,2020.0,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures
ElectricPe,EV,Seed,bangalore,India's largest Electric Vehicle Charging Platform,3000000.0,2021,2021.0,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund"
Vayana Network,Financial Services,Series C,pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",30000000.0,2021,2017.0,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,E-Learning,Pre-seed,surat,EdTech platform upskilling candidates to bag deserving finance job roles.,100000.0,2021,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana"
Knocksense,Online Media,Undisclosed,lucknow,Knocksense is a local news and recommendations platform.,150000.0,2021,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Information Technology & Services,Undisclosed,ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",4500000.0,2021,2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Food & Beverages,Undisclosed,gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",17000000.0,2021,2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network"
Doola,Company-as-a-Service,Undisclosed,unknown,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,3000000.0,2021,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners
EyeMyEye,Eye Wear,Pre-series A,gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2000000.0,2021,2021.0,Ganesh Iyer,2000000
Bombay Hemp Company,Textiles,Undisclosed,mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2000000.0,2021,2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,Information Technology & Services,Pre-series A,bangalore,NeoBanking for Bharat,3000000.0,2021,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore"
GuardianLink,Information Technology & Services,Series A,chennai,Building tech infrastructure to help NFT commerce go mainstream,12000000.0,2021,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital
Clinikk,Hospital & Health Care,Pre-series A,bangalore,Transforming health insurance by building India's first managed care model,4000000.0,2021,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures
Toplyne,Computer Software,Undisclosed,bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,2500000.0,2021,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund"
Mensa,D2C,Series B,bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",135000000.0,2021,2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,Professional Training & Coaching,Seed,chandigarh,GenLeap is India’s first self-discovery and career lifecycle management platform.,8000000.0,2021,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,Pre-series A,chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,1600000.0,2021,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,Undisclosed,mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",20000000.0,2021,2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,Information Technology & Services,Series A,new delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,15000000.0,2021,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India
Velocity,Financial Services,Series A,bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",20000000.0,2021,2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures
SalaryBox,Financial Services,Seed,gurugram,SalaryBox is solution that makes employee management effortless.,4000000.0,2021,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,Seed,gurugram,D2C furniture brand,200000.0,2021,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures
Better Capital,Venture Capital & Private Equity,Undisclosed,bhopal,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",15000000.0,2021,2006.0,Vaibhav Domkundwar,
Tickertape,Financial Services,Undisclosed,bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",5000000.0,2021,2019.0,Ujjwal Ankur,Smallcase
Zenpay Solutions,Financial Services,Undisclosed,new delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",172005293.10344827,2021,2019.0,Ankit Bhargava,"The StarupLab, AngelBay"
Disprz,E-Learning,Series B,mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,13000000.0,2021,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer Software,Undisclosed,"unknown, ca",Finance technology,172005293.10344827,2021,2021.0,Caesar Sengupta,Sequoia Capital
Inzpira,E-Learning,Seed,trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",300000.0,2021,2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate"
Defy,Financial Services,Undisclosed,bangalore,Building India's first social crypto exchange,5500000.0,2021,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,Health,Seed,gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,6000000.0,2021,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,Undisclosed,ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,155000.0,2021,2017.0,Saurav Kumar Sinha,
Toppersnotes,Education Management,Seed,jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",1000000.0,2021,2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures
NoBroker.com,Real Estate,Series E,bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2100000.0,2021,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,Series B,pune,"Real-time, automated insights to increase plant efficiency",20000000.0,2021,2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital
True Balance,Financial Services,Undisclosed,gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",30000000.0,2021,2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,Undisclosed,hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,400000.0,2021,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,Seed,new delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,700000.0,2021,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,Undisclosed,gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,40000000.0,2021,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,Seed,bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,500000.0,2021,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
Park+,Tech,Series B,new delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,25000000.0,2021,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,Pre-series,bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,21000000.0,2021,2019.0,Suhas Rajkumar,
Dream Sports,Sports,Undisclosed,mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",840000000.0,2021,2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,Series E,gurugram,Spinny is a new age used car end-to-end platform in India.,248000000.0,2021,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,Undisclosed,bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",10000000.0,2021,2014.0,Geetansh Bamania,"Accel, Bain Capital"
Slice,Financial Services,Series B,bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",220000000.0,2021,2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
21K School,E-Learning,Pre-series A,bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",5000000.0,2021,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
Adda247,E-Learning,Series B,gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",20000000.0,2021,2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital
Loop Health,Hospital & Health Care,Undisclosed,pune,India's first health insurance with unlimited primary care for employees.,12000000.0,2021,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
Rupifi,Financial Services,Debt,bangalore,Embedded Lending for Small Businesses,1000000.0,2021,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
RENEE Cosmetics,Cosmetics,Pre-series A,ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",1500000.0,2021,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,Seed,gurugram,D2C personal hygiene startup,400000.0,2021,2020.0,"Ishan, Jaideep Mahajan",Nueva
Progcap,FinTech,Series C,new delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",30000000.0,2021,2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
Smartstaff,Recruitment,Undisclosed,bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,4300000.0,2021,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,Seed,mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",570000.0,2021,2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-Commerce,Pre-series A,gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2200000.0,2021,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,Information Technology & Services,Undisclosed,mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",4700000.0,2021,2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
GramCover,Insurance,Series A,noida,GramCover is a tech-enabled insurance marketplace for rural India.,7000000.0,2021,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
BYJU'S,EdTech,Undisclosed,bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,300000000.0,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,Information Technology & Services,Undisclosed,bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,1300000.0,2021,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
Licious,Food & Beverages,Series G,bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",52000000.0,2021,2015.0,"Vivek Gupta, Abhay",
Chalo,Mobility,Series C,mumbai,India’s #1 bus transport technology company.,40000000.0,2021,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
